Beau,Duarte,pthomsen@comcast.net,2.1
Nyasia,Klein,eimear@yahoo.ca,2.1
Javon,Pineda,rgarcia@verizon.net,2.4
Triston,Holland,alfred@sbcglobal.net,2.9
Aleena,Huff,pierce@comcast.net,2.0
Savanna,Cabrera,gward@sbcglobal.net,2.5
Raymond,Morrison,johnbob@att.net,3.4
Sara,Cantrell,muadip@gmail.com,1.4
Maria,Day,nicktrig@yahoo.ca,1.2
Barbara,Walter,budinger@yahoo.ca,3.0
Pranav,Hays,jgwang@hotmail.com,1.8
Dashawn,Lam,helger@gmail.com,3.4
Immanuel,Boone,fviegas@mac.com,2.4
Elsie,Hicks,sscorpio@optonline.net,2.5
Lilian,Herman,sarahs@yahoo.ca,3.6
Trenton,Weeks,webinc@msn.com,2.6
Edgar,Stein,sinkou@live.com,2.1
Nikolai,Estrada,elflord@live.com,3.7
Jordan,Raymond,jespley@comcast.net,1.8
Maxwell,Wilcox,euice@msn.com,2.4
Ian,Smith,bonmots@yahoo.ca,2.4
Camilla,Shah,konit@att.net,1.3
Ayla,Lewis,wagnerch@hotmail.com,3.9
Mareli,Sheppard,ournews@me.com,1.8
Lillie,Shepherd,guialbu@live.com,1.5
Karlee,Spence,thomasj@msn.com,3.6
Hailey,Phelps,mgemmons@att.net,2.0
Saniyah,Pham,barnett@aol.com,3.9
Quinn,Luna,biglou@optonline.net,2.2
Tomas,Harrell,mhanoh@gmail.com,3.5
Ruby,Hanson,chronos@outlook.com,1.7
April,Cortez,kjetilk@optonline.net,3.0
Brynlee,Le,nelson@verizon.net,1.1
Payton,Jimenez,dialworld@comcast.net,2.0
Nicholas,Gomez,munge@mac.com,3.0
Dashawn,Leach,slaff@yahoo.ca,2.2
Amanda,Farrell,mrsam@gmail.com,2.0
Maximus,Walsh,louise@optonline.net,3.4
Janessa,Wilcox,jonadab@comcast.net,3.1
Maxwell,Walter,dexter@live.com,1.2
Coby,Williams,lamprecht@outlook.com,3.6
Jaden,Branch,sacraver@att.net,2.8
Chandler,Pace,rgarcia@msn.com,3.3
Quintin,Bush,drezet@msn.com,3.3
Augustus,Mahoney,sbmrjbr@outlook.com,1.2
Amya,Wells,ingolfke@msn.com,3.2
Zaria,Smith,singer@sbcglobal.net,3.9
Addyson,Rowland,mfleming@msn.com,2.4
Justice,Perry,tbusch@optonline.net,3.2
Aaden,Gentry,chunzi@optonline.net,1.2
Demetrius,Rodriguez,jfmulder@optonline.net,1.4
Katrina,Vargas,pplinux@verizon.net,1.4
Colin,Randolph,pappp@yahoo.com,1.6
Rocco,Shaw,yangyan@att.net,3.3
Jayleen,Barber,gospodin@comcast.net,2.4
Dayana,Adkins,stinson@verizon.net,3.7
Ashton,Cruz,ingolfke@yahoo.ca,2.9
Esther,Underwood,bescoto@gmail.com,1.3
Alijah,Sullivan,rgarcia@outlook.com,1.6
Yaritza,Greer,dawnsong@optonline.net,2.3
Nathanial,Lawrence,sherzodr@att.net,1.6
Bryant,Anderson,nwiger@me.com,3.2
Kaylee,Morton,hahsler@msn.com,1.9
Daniella,Kaiser,hermes@mac.com,3.5
Macy,Weiss,killmenow@sbcglobal.net,1.8
Ryann,Blackwell,msroth@icloud.com,3.4
Kailey,Kline,delpino@gmail.com,2.8
Saul,Washington,noodles@icloud.com,2.2
Sofia,Valenzuela,munjal@icloud.com,1.3
Corbin,Bird,chlim@mac.com,1.5
Lindsey,Austin,drjlaw@me.com,1.5
Kristian,Huerta,ntegrity@comcast.net,2.0
Jaquan,Heath,aprakash@outlook.com,3.0
Lena,Weeks,szymansk@aol.com,1.8
Juliette,Peters,sequin@verizon.net,1.4
Brennen,Greer,tattooman@yahoo.com,1.6
Clarence,Brown,fwitness@mac.com,1.5
Dwayne,Mckay,grothoff@live.com,2.1
Issac,Liu,fbriere@me.com,1.6
Edward,Robertson,zyghom@aol.com,1.9
Talia,Whitehead,anicolao@gmail.com,2.5
Mitchell,Doyle,jfreedma@yahoo.ca,2.0
Wendy,Jensen,aschmitz@aol.com,3.4
Marquis,Rubio,aardo@mac.com,2.3
Angelica,Dennis,rbarreira@icloud.com,2.0
Rebecca,Clay,mavilar@att.net,1.9
Charles,Smith,dmbkiwi@hotmail.com,2.3
Allyson,Marks,crobles@gmail.com,1.6
Amirah,Brennan,liedra@att.net,1.8
Lia,Leonard,eabrown@live.com,2.8
Zander,Woodward,staffelb@icloud.com,1.5
Alexia,Dunn,willg@comcast.net,1.9
Kayden,Faulkner,pkilab@live.com,2.2
Ireland,Monroe,jonadab@hotmail.com,3.4
Ashanti,Hurst,aglassis@att.net,2.5
Reginald,Knight,specprog@me.com,4.0
Dominique,Shepard,mschilli@att.net,1.6
Hector,Parks,biglou@optonline.net,2.0
Brennen,Deleon,keutzer@optonline.net,1.6
Marquis,Fry,alastair@live.com,3.0
Aryana,Harper,kudra@gmail.com,3.9
Brycen,Reid,jonathan@live.com,2.9
Yair,Arias,bbirth@outlook.com,3.9
Stephen,Bernard,bonmots@sbcglobal.net,1.5
Larissa,Molina,sokol@outlook.com,3.6
Karina,Schwartz,engelen@verizon.net,3.1
Jolie,Whitney,niknejad@aol.com,3.9
Shania,Orozco,unreal@sbcglobal.net,3.5
Brandon,Maxwell,dowdy@live.com,2.3
Luz,Weeks,stewwy@comcast.net,2.3
Samara,Roy,xtang@sbcglobal.net,3.4
Daniella,Cameron,tjensen@me.com,3.2
Livia,Kent,zavadsky@me.com,1.5
Ryan,Tucker,debest@gmail.com,3.5
Darian,Logan,yangyan@live.com,2.9
Jeremiah,Santiago,gravyface@aol.com,1.5
Cordell,Compton,joelw@me.com,2.5
Kasey,Sherman,benanov@me.com,2.1
Trevon,Castillo,nwiger@att.net,1.6
Ty,Michael,mgreen@live.com,3.5
Gia,Gibbs,matty@icloud.com,2.8
Belinda,Lang,crowl@msn.com,2.8
Maren,Shea,william@msn.com,1.3
Tucker,Oneal,yangyan@att.net,1.3
Saniyah,Shields,lridener@optonline.net,3.2
Dalton,Buchanan,jgoerzen@sbcglobal.net,1.2
Tristian,Neal,gommix@yahoo.com,1.2
Jasiah,Michael,parrt@optonline.net,3.3
Abdiel,Gibbs,kassiesa@icloud.com,3.0
Brent,Nelson,jrifkin@aol.com,3.8
Ramon,Pacheco,tristan@yahoo.ca,1.3
Dayanara,Hanna,kludge@me.com,2.6
Ruben,Sherman,eimear@live.com,2.9
Whitney,Patel,dcoppit@aol.com,2.4
Cole,Gomez,krueger@comcast.net,3.8
Valentina,Ford,dunstan@optonline.net,2.8
Damien,Warren,djupedal@hotmail.com,1.7
Sullivan,Irwin,denism@outlook.com,1.1
Aisha,Durham,iamcal@gmail.com,2.2
Jamar,Holloway,caronni@hotmail.com,3.7
Vaughn,West,kimvette@yahoo.com,3.8
Selena,Mccoy,oracle@comcast.net,2.1
Colin,Mora,pdbaby@gmail.com,1.9
Sebastian,Riddle,mirod@aol.com,2.7
Easton,Herrera,microfab@icloud.com,3.0
Nasir,Gilbert,rhavyn@me.com,3.9
Kirsten,Hess,chinthaka@gmail.com,1.4
Jack,Tyler,bolow@mac.com,3.0
Rohan,Baker,stinson@outlook.com,2.6
Hezekiah,Patterson,scarlet@live.com,2.7
Marlene,Durham,dwsauder@sbcglobal.net,3.8
Israel,Lee,oechslin@optonline.net,1.5
Jaylen,Browning,jrkorson@gmail.com,2.4
Salvatore,Stein,barnett@comcast.net,1.8
Micah,Adkins,dvdotnet@aol.com,3.6
Kendra,Barrera,jginspace@icloud.com,3.2
Estrella,Reynolds,draper@aol.com,2.5
Prince,Perry,sburke@msn.com,3.8
Lillianna,Wiley,mhanoh@verizon.net,1.3
Michaela,Mercer,heidrich@aol.com,3.6
Howard,Ho,jdhildeb@yahoo.ca,3.3
Kadin,Greene,greear@outlook.com,1.2
Shyanne,Hunt,dawnsong@att.net,2.1
Lillie,Charles,campbell@mac.com,2.7
Annie,Davies,moxfulder@live.com,3.7
Rhys,Bolton,jaffe@gmail.com,1.3
Rafael,Sawyer,muzzy@att.net,2.1
Drew,Cummings,uqmcolyv@verizon.net,4.0
Zaid,Lang,isaacson@yahoo.com,2.0
Diego,Wood,jorgb@yahoo.com,3.7
Lucian,Meyers,bhtower@gmail.com,2.9
Nathalie,Chaney,alfred@comcast.net,3.7
Hamza,Clements,bulletin@att.net,1.9
Gaige,Beasley,caidaperl@yahoo.com,2.8
Yasmin,Holloway,rsteiner@sbcglobal.net,3.5
Rachel,Dyer,nweaver@live.com,1.6
Leticia,Valenzuela,wenzlaff@att.net,3.4
Jaslyn,Rivera,boomzilla@sbcglobal.net,3.2
Lee,Morrow,dodong@icloud.com,1.6
Nina,Frost,pkilab@att.net,2.1
Waylon,Lang,pemungkah@aol.com,3.1
Guillermo,Ponce,chinthaka@hotmail.com,1.7
Marques,Macdonald,nichoj@optonline.net,3.3
Sarai,Chavez,naupa@att.net,2.4
Emmanuel,Cunningham,gregh@verizon.net,2.7
Ricardo,Delacruz,rafasgj@sbcglobal.net,3.2
Curtis,Salazar,curly@mac.com,3.8
Barrett,Black,arathi@hotmail.com,2.7
Izayah,Chandler,parasite@gmail.com,4.0
Joel,Cooke,miyop@comcast.net,3.2
Byron,Hensley,leslie@aol.com,2.2
Emmett,Heath,dougj@yahoo.com,3.8
Timothy,Love,fmerges@hotmail.com,3.8
Stacy,Bolton,oster@optonline.net,1.8
Spencer,Baxter,henkp@verizon.net,3.6
Kamila,Jennings,wainwrig@live.com,2.0
Lance,Robles,sisyphus@verizon.net,1.5
Elias,Phelps,kayvonf@yahoo.com,3.9
Rebekah,Austin,noticias@aol.com,2.6
Anastasia,Munoz,lahvak@sbcglobal.net,1.1
Isaiah,Hester,alias@gmail.com,1.2
Mara,Petty,eabrown@msn.com,2.1
Aubrie,Crane,naoya@gmail.com,2.7
Arely,Meadows,ebassi@optonline.net,3.4
Alfonso,Strickland,mleary@comcast.net,3.2
Essence,Shah,sjmuir@verizon.net,1.6
Kale,Liu,falcao@me.com,3.0
Zaniyah,Logan,clkao@comcast.net,3.5
Khloe,Owen,gomor@yahoo.ca,2.0
Josh,Christensen,dodong@sbcglobal.net,2.1
Jovanni,Keith,malin@aol.com,3.9
Bobby,Kim,barnett@icloud.com,2.8
Jensen,Wiley,reziac@sbcglobal.net,2.8
Perla,Riley,portscan@yahoo.com,1.1
Mohammed,Clements,bigmauler@mac.com,1.3
Seth,Steele,mkearl@comcast.net,3.6
Harper,Rosario,mugwump@yahoo.com,2.1
Davin,Jacobs,leslie@comcast.net,2.4
Lawrence,Murphy,grolschie@sbcglobal.net,2.3
Makenna,Stuart,dialworld@comcast.net,1.5
Ishaan,Montoya,oracle@icloud.com,2.5
Max,Coleman,amcuri@yahoo.ca,2.3
Olive,Price,elflord@sbcglobal.net,1.9
Jose,Walton,mhouston@yahoo.ca,3.3
Azaria,Hartman,lahvak@comcast.net,3.7
Clare,Pittman,jimxugle@aol.com,3.2
Natalya,Choi,miltchev@outlook.com,2.8
Talon,Middleton,chaffar@comcast.net,3.1
Zavier,Livingston,mwilson@me.com,3.1
Aldo,Carpenter,chrwin@yahoo.ca,3.5
Demetrius,Harmon,noodles@gmail.com,2.7
Yosef,Gonzales,hyper@hotmail.com,2.4
Dorian,Olsen,ournews@gmail.com,2.6
Rolando,Goodman,denton@hotmail.com,2.5
Gilberto,Morrow,zeller@optonline.net,2.6
Miya,Rosales,dwsauder@me.com,3.2
Anahi,Mckay,rhavyn@icloud.com,1.2
German,Gregory,msroth@yahoo.ca,3.9
Terrell,Humphrey,jbailie@sbcglobal.net,3.4
Patrick,Hester,jkegl@live.com,1.1
David,Thornton,henkp@aol.com,1.5
Jaslyn,Decker,gboss@aol.com,2.4
Annabella,Ross,afifi@comcast.net,2.7
Adelyn,Guerrero,tamas@aol.com,1.9
Gunnar,Coffey,scitext@optonline.net,1.5
Jessie,Solis,munson@live.com,1.4
Yaretzi,Fowler,bartak@icloud.com,3.0
Harry,Johnson,gfxguy@att.net,3.9
Malia,Espinoza,jusdisgi@verizon.net,3.4
Derek,Guerrero,adhere@sbcglobal.net,2.1
Gia,Warner,violinhi@optonline.net,2.2
Pamela,Gillespie,punkis@att.net,3.1
Ralph,Weaver,hoangle@outlook.com,3.6
Kennedy,Morales,kayvonf@sbcglobal.net,1.2
Alisson,Shea,mirod@icloud.com,3.4
Beckham,Pittman,sekiya@aol.com,1.1
Thaddeus,Hopkins,rfoley@me.com,3.1
Kendra,Humphrey,isotopian@yahoo.com,2.6
Shea,Calhoun,nighthawk@att.net,2.0
Savannah,Sosa,maradine@icloud.com,1.2
Nora,Odonnell,overbom@att.net,1.4
Savanah,Riggs,kdawson@mac.com,2.8
Kyler,Miranda,mosses@sbcglobal.net,2.0
Rodrigo,Mcgee,richard@live.com,3.6
Gerald,Mendez,kidehen@verizon.net,1.8
Jordyn,Landry,fangorn@yahoo.com,1.2
Janelle,Barnett,jusdisgi@hotmail.com,1.1
Bria,Stone,fwiles@me.com,3.2
Callum,Valenzuela,uncle@optonline.net,1.4
Maia,Reed,grothoff@live.com,3.1
Ariel,Roberson,mdielmann@yahoo.ca,1.4
Darren,Landry,meder@gmail.com,2.2
Dalia,Melendez,treit@mac.com,1.5
Johan,Ritter,tbmaddux@verizon.net,1.4
Julian,Key,solomon@comcast.net,3.7
Kadence,Jordan,sassen@att.net,2.9
Axel,Browning,ribet@live.com,2.8
Alison,Howell,tristan@live.com,3.3
Veronica,Kaufman,mrdvt@icloud.com,1.9
Brian,Huang,chance@live.com,1.8
Alexandra,Petersen,matloff@verizon.net,3.3
Yaritza,Walter,satch@me.com,3.2
Jayvion,Davenport,eimear@att.net,3.7
Genevieve,Gamble,rwelty@live.com,2.3
Weston,Gaines,grothoff@comcast.net,2.1
Keaton,Sullivan,temmink@live.com,2.0
Jovany,Dyer,hling@outlook.com,2.9
Leland,Curtis,twoflower@hotmail.com,2.1
Yurem,Mcfarland,wkrebs@comcast.net,1.6
Jarrett,Delacruz,lamprecht@hotmail.com,1.3
Madyson,Navarro,jelmer@yahoo.com,2.4
Jaylin,Houston,tsuruta@comcast.net,3.9
Johnny,Collier,hikoza@gmail.com,3.1
Alexis,Dean,falcao@live.com,3.2
Samson,Crosby,tubajon@gmail.com,1.4
Sherlyn,Li,lipeng@hotmail.com,1.3
Nickolas,Huffman,phyruxus@verizon.net,3.4
Ayden,Mendez,petersen@live.com,3.6
Giana,Herring,sethbrown@mac.com,3.8
Izayah,Vaughn,tbusch@yahoo.com,2.2
Esperanza,Pittman,geeber@comcast.net,1.8
Zander,Erickson,wayward@verizon.net,3.2
Elaina,Reynolds,kmiller@icloud.com,3.0
Alfredo,Maddox,jmorris@mac.com,3.0
Adrienne,Mills,chrisk@outlook.com,3.3
Krista,Kline,jshirley@att.net,3.4
Bianca,Hinton,mavilar@icloud.com,3.8
Brock,Stevens,preneel@outlook.com,2.6
Sidney,Kennedy,notaprguy@outlook.com,3.2
Johnathon,Vance,lauronen@hotmail.com,1.9
Urijah,Kelley,sabren@gmail.com,2.8
Aldo,Lara,bancboy@aol.com,3.1
Catherine,Hampton,dhwon@icloud.com,1.1
Immanuel,Weiss,fhirsch@mac.com,3.9
Fiona,Sellers,hling@live.com,3.7
Eleanor,Braun,thomasj@sbcglobal.net,2.3
Nehemiah,Harmon,ubergeeb@optonline.net,3.5
Macie,Barnett,msherr@gmail.com,2.6
Adrien,Rich,flakeg@live.com,1.8
Carissa,Stokes,duchamp@comcast.net,1.7
Davion,Pennington,wkrebs@me.com,2.5
Jadyn,Wu,carreras@aol.com,2.1
Keshawn,Williams,nichoj@live.com,1.1
Lance,Sharp,jfriedl@outlook.com,1.6
Samson,Kerr,kingjoshi@gmail.com,1.4
Braedon,Henderson,sthomas@comcast.net,3.4
Sierra,Phillips,kludge@me.com,2.6
Patricia,Christensen,monkeydo@yahoo.com,1.6
Emelia,Nguyen,jmorris@yahoo.ca,2.7
Zoie,Yoder,tubajon@optonline.net,1.1
Rayna,Foster,microfab@hotmail.com,1.6
Joanna,French,lahvak@aol.com,3.0
Amelie,Tapia,chronos@msn.com,1.4
Yazmin,Contreras,haddawy@icloud.com,1.6
Jair,Wilkins,enintend@hotmail.com,1.6
Miley,Compton,msloan@optonline.net,3.2
Aubrie,Gallagher,frederic@sbcglobal.net,2.8
Alaina,Hensley,hampton@aol.com,1.4
Amy,Davies,andrei@sbcglobal.net,3.2
Frances,Carrillo,msusa@outlook.com,3.2
Penelope,Vaughn,njpayne@comcast.net,3.8
Roger,Patterson,madler@yahoo.com,3.9
Hanna,Gill,jespley@icloud.com,2.5
Alonzo,Mcneil,tedrlord@icloud.com,3.6
Frank,Kemp,fangorn@me.com,1.4
Rocco,Bradley,valdez@aol.com,1.6
Moshe,Chen,rhavyn@comcast.net,2.1
Teagan,Cannon,grolschie@msn.com,2.0
Kiara,Page,koudas@outlook.com,1.1
Ryan,Villegas,rhavyn@msn.com,1.5
Niko,Erickson,carmena@mac.com,2.2
Will,Hogan,odlyzko@yahoo.ca,1.3
Kendrick,Andersen,gmcgath@gmail.com,3.6
Lexi,Lopez,campbell@live.com,2.7
Grant,Shields,lpalmer@msn.com,4.0
Noemi,Zuniga,yumpy@hotmail.com,3.2
Ricardo,Love,lukka@mac.com,3.8
Azul,Vincent,goresky@mac.com,2.7
Timothy,Anthony,pizza@sbcglobal.net,2.3
Natasha,Mason,grossman@icloud.com,1.8
Wesley,Benson,liedra@live.com,1.8
Josh,Sutton,ullman@yahoo.com,1.7
Braxton,Duran,sekiya@comcast.net,1.3
Henry,Baxter,jusdisgi@verizon.net,1.8
Demarcus,Morrison,sakusha@sbcglobal.net,2.5
Tanya,Humphrey,bigmauler@gmail.com,2.6
Duncan,Beltran,matloff@gmail.com,2.0
Alessandra,Brennan,aschmitz@sbcglobal.net,2.5
Amira,Glass,lamprecht@yahoo.ca,2.9
Riya,Calhoun,sagal@aol.com,1.3
Finley,Hanna,maneesh@comcast.net,3.4
Braden,Johns,maikelnai@att.net,3.4
Kelsey,Wallace,bockelboy@optonline.net,3.9
Giovanni,Morse,seurat@verizon.net,3.5
Coleman,Mckinney,techie@hotmail.com,2.3
Marshall,Stevens,rkobes@yahoo.ca,2.5
Emilie,Riddle,frederic@me.com,2.3
Geovanni,Summers,jmorris@comcast.net,1.1
Amber,Curry,chrwin@hotmail.com,3.5
Madelyn,Terrell,tlinden@msn.com,2.0
Ethen,Lara,nasor@aol.com,2.7
Shelby,Landry,roamer@verizon.net,1.9
Hector,Cordova,jimxugle@optonline.net,1.8
Anna,Mcguire,dbrobins@comcast.net,3.8
Alessandro,Wolfe,pjacklam@me.com,1.8
Jon,Branch,preneel@hotmail.com,2.7
Carla,Gardner,kwilliams@msn.com,2.3
Devan,Grant,dbanarse@sbcglobal.net,2.1
Kassidy,Garza,ardagna@live.com,3.9
Damien,Stein,birddog@sbcglobal.net,3.4
Ryann,Flowers,gator@live.com,2.8
Finnegan,Bowers,meder@verizon.net,1.3
Jakobe,Jacobson,koudas@gmail.com,1.1
Kobe,King,wbarker@yahoo.ca,2.8
Cali,Rush,pereinar@verizon.net,3.1
Leonard,Osborn,jaffe@att.net,1.5
Camila,Nixon,pplinux@yahoo.ca,2.5
Alexandria,Dunn,lauronen@yahoo.com,3.1
Aisha,Pugh,spadkins@sbcglobal.net,1.4
Destinee,Ramos,stecoop@icloud.com,3.9
Addison,Davis,studyabr@optonline.net,2.7
Kaylen,Gaines,janusfury@comcast.net,1.1
Landin,Dougherty,ganter@live.com,1.4
Teagan,Bailey,bsikdar@yahoo.com,3.6
Dulce,Rosales,ganter@hotmail.com,2.2
Makaila,May,dgatwood@yahoo.ca,1.8
Ishaan,Payne,laird@gmail.com,2.8
Lilly,Alvarado,smartfart@outlook.com,2.0
Alessandro,Velasquez,hellfire@verizon.net,1.3
Ryan,Morales,bebing@verizon.net,3.5
Declan,Underwood,bflong@optonline.net,2.7
Darryl,Archer,milton@outlook.com,3.9
Jayce,Webb,engelen@live.com,2.5
Olive,Grant,dobey@mac.com,3.8
Lilliana,Leon,rgarton@hotmail.com,2.4
Esperanza,Griffith,kawasaki@verizon.net,2.0
Yair,Lamb,zeller@att.net,2.9
Emely,Massey,killmenow@aol.com,3.4
Willie,Moody,mwandel@yahoo.ca,3.7
Lisa,Guzman,sekiya@sbcglobal.net,4.0
Karly,Warren,dinther@hotmail.com,2.7
Viviana,Stewart,steve@live.com,2.2
Delaney,Mathews,cameron@outlook.com,3.0
Zaniyah,Liu,shaffei@msn.com,3.0
Kasen,Santiago,dogdude@msn.com,1.1
Cruz,Carey,flavell@outlook.com,2.1
Andy,Good,eurohack@verizon.net,3.3
Sadie,Brooks,avalon@verizon.net,2.7
Donavan,Fowler,rfoley@me.com,1.9
Ronan,Hester,wildfire@live.com,2.6
Ramiro,Gay,malvar@msn.com,2.1
Deacon,Andrews,empathy@mac.com,1.7
Anthony,Collins,seano@comcast.net,2.5
Ace,Dominguez,gospodin@yahoo.ca,2.6
Perla,Dunlap,flavell@comcast.net,2.5
Abbie,Santiago,bigmauler@verizon.net,1.3
Laylah,Curry,pfitza@verizon.net,1.8
Kailee,Ray,crowemojo@hotmail.com,3.8
Hailee,Trevino,weidai@aol.com,3.7
Grant,Giles,psichel@yahoo.com,1.3
Cornelius,Frazier,kostas@gmail.com,2.0
Oswaldo,Mason,seano@mac.com,1.9
Nelson,Riddle,ntegrity@yahoo.com,1.8
Gina,Ingram,noneme@yahoo.ca,1.5
Jaylan,Campos,manuals@sbcglobal.net,1.7
Emerson,Brooks,tkrotchko@msn.com,2.2
Maleah,Ramirez,quantaman@me.com,3.0
Ezra,Morales,amaranth@att.net,2.2
Maribel,Gibbs,jhardin@me.com,3.0
Sylvia,Hendrix,north@msn.com,2.6
Bruno,Garrison,trieuvan@verizon.net,3.0
Yurem,Kirk,rkobes@msn.com,1.1
Jasper,Fields,ntegrity@aol.com,4.0
Jacqueline,Hopkins,fudrucker@yahoo.com,2.5
Armando,Friedman,gboss@me.com,1.7
Gunner,Arnold,bebing@aol.com,2.9
Lyla,Key,kewley@yahoo.ca,3.5
Kelly,Burke,sherzodr@hotmail.com,2.8
Blaine,Harding,kildjean@optonline.net,2.5
Mitchell,Becker,kenja@hotmail.com,2.8
Lewis,Tapia,rasca@yahoo.ca,1.6
Carly,Glass,geekoid@live.com,2.2
Tyree,Cole,mleary@att.net,2.5
Janessa,Sellers,uncle@me.com,1.1
